Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
2280,25/05/20,8:00 AM,Delhi,-,-,6540,261,13418
2281,25/05/20,8:00 AM,Goa,-,-,19,0,66
2282,25/05/20,8:00 AM,Gujarat,-,-,6412,858,14056
2283,25/05/20,8:00 AM,Haryana,-,-,765,16,1184
2284,25/05/20,8:00 AM,Himachal Pradesh,-,-,63,3,203
2285,25/05/20,8:00 AM,Jammu and Kashmir,-,-,809,21,1621
2286,25/05/20,8:00 AM,Jharkhand,-,-,148,4,370
2287,25/05/20,8:00 AM,Karnataka,-,-,654,42,2089
2288,25/05/20,8:00 AM,Kerala,-,-,521,4,847
2289,25/05/20,8:00 AM,Ladakh,-,-,43,0,52
2290,25/05/20,8:00 AM,Madhya Pradesh,-,-,3408,290,6665
2291,25/05/20,8:00 AM,Maharashtra,-,-,14600,1635,50231
2292,25/05/20,8:00 AM,Manipur,-,-,4,0,32
2293,25/05/20,8:00 AM,Meghalaya,-,-,12,1,14
2294,25/05/20,8:00 AM,Mizoram,-,-,1,0,1
2295,25/05/20,8:00 AM,Odisha,-,-,550,7,1336
2296,25/05/20,8:00 AM,Puducherry,-,-,12,0,41
2297,25/05/20,8:00 AM,Punjab,-,-,1898,40,2060
2298,25/05/20,8:00 AM,Rajasthan,-,-,3848,163,7028
2299,25/05/20,8:00 AM,Sikkim,-,-,0,0,1
2300,25/05/20,8:00 AM,Tamil Nadu,-,-,8324,111,16277
2301,25/05/20,8:00 AM,Telengana,-,-,1090,53,1854
2302,25/05/20,8:00 AM,Tripura,-,-,165,0,191
2303,25/05/20,8:00 AM,Uttarakhand,-,-,58,3,317
2304,25/05/20,8:00 AM,Uttar Pradesh,-,-,3538,161,6268
2305,25/05/20,8:00 AM,West Bengal,-,-,1339,272,3667
2306,25/05/20,8:00 AM,Cases being reassigned to states,-,-,0,0,2642
2307,26/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2308,26/05/20,8:00 AM,Andhra Pradesh,-,-,1896,56,3110
2309,26/05/20,8:00 AM,Arunachal Pradesh,-,-,1,0,2
2310,26/05/20,8:00 AM,Assam,-,-,62,4,526
2311,26/05/20,8:00 AM,Bihar,-,-,749,13,2730
2312,26/05/20,8:00 AM,Chandigarh,-,-,186,3,238
2313,26/05/20,8:00 AM,Chhattisgarh,-,-,72,0,291
2314,26/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2
2315,26/05/20,8:00 AM,Delhi,-,-,6771,276,14053
2316,26/05/20,8:00 AM,Goa,-,-,19,0,67
2317,26/05/20,8:00 AM,Gujarat,-,-,6636,888,14460
2318,26/05/20,8:00 AM,Haryana,-,-,765,16,1184
2319,26/05/20,8:00 AM,Himachal Pradesh,-,-,67,5,223
2320,26/05/20,8:00 AM,Jammu and Kashmir,-,-,809,23,1668
2321,26/05/20,8:00 AM,Jharkhand,-,-,148,4,377
2322,26/05/20,8:00 AM,Karnataka,-,-,705,44,2182
2323,26/05/20,8:00 AM,Kerala,-,-,532,5,896
2324,26/05/20,8:00 AM,Ladakh,-,-,43,0,52
2325,26/05/20,8:00 AM,Madhya Pradesh,-,-,3571,300,6859
2326,26/05/20,8:00 AM,Maharashtra,-,-,15786,1695,52667
2327,26/05/20,8:00 AM,Manipur,-,-,4,0,39
2328,26/05/20,8:00 AM,Meghalaya,-,-,12,1,14
2329,26/05/20,8:00 AM,Mizoram,-,-,1,0,1
2330,26/05/20,8:00 AM,Nagaland,-,-,0,0,3
2331,26/05/20,8:00 AM,Odisha,-,-,649,7,1438
2332,26/05/20,8:00 AM,Puducherry,-,-,12,0,41
2333,26/05/20,8:00 AM,Punjab,-,-,1898,40,2060
2334,26/05/20,8:00 AM,Rajasthan,-,-,3951,167,7300
2335,26/05/20,8:00 AM,Sikkim,-,-,0,0,1
2336,26/05/20,8:00 AM,Tamil Nadu,-,-,8731,118,17082
2337,26/05/20,8:00 AM,Telengana,-,-,1164,56,1920
2338,26/05/20,8:00 AM,Tripura,-,-,165,0,194
2339,26/05/20,8:00 AM,Uttarakhand,-,-,58,3,349
2340,26/05/20,8:00 AM,Uttar Pradesh,-,-,3581,165,6532
2341,26/05/20,8:00 AM,West Bengal,-,-,1414,278,3816
2342,26/05/20,8:00 AM,Cases being reassigned to states,-,-,0,0,2970
2343,27/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2344,27/05/20,8:00 AM,Andhra Pradesh,-,-,2009,57,3171
2345,27/05/20,8:00 AM,Arunachal Pradesh,-,-,1,0,2
2346,27/05/20,8:00 AM,Assam,-,-,62,4,616
2347,27/05/20,8:00 AM,Bihar,-,-,900,13,2983
2348,27/05/20,8:00 AM,Chandigarh,-,-,187,4,266
2349,27/05/20,8:00 AM,Chhattisgarh,-,-,79,0,361
2350,27/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2
2351,27/05/20,8:00 AM,Delhi,-,-,7223,288,14465
2352,27/05/20,8:00 AM,Goa,-,-,28,0,67
2353,27/05/20,8:00 AM,Gujarat,-,-,7139,915,14821
2354,27/05/20,8:00 AM,Haryana,-,-,824,17,1305
2355,27/05/20,8:00 AM,Himachal Pradesh,-,-,67,5,247
2356,27/05/20,8:00 AM,Jammu and Kashmir,-,-,833,24,1759
2357,27/05/20,8:00 AM,Jharkhand,-,-,175,4,426
2358,27/05/20,8:00 AM,Karnataka,-,-,748,44,2283
2359,27/05/20,8:00 AM,Kerala,-,-,542,6,963
2360,27/05/20,8:00 AM,Ladakh,-,-,43,0,53
2361,27/05/20,8:00 AM,Madhya Pradesh,-,-,3689,305,7024
2362,27/05/20,8:00 AM,Maharashtra,-,-,16954,1792,54758
2363,27/05/20,8:00 AM,Manipur,-,-,4,0,39
2364,27/05/20,8:00 AM,Meghalaya,-,-,12,1,15
2365,27/05/20,8:00 AM,Mizoram,-,-,1,0,1
2366,27/05/20,8:00 AM,Nagaland,-,-,0,0,4
2367,27/05/20,8:00 AM,Odisha,-,-,733,7,1517
2368,27/05/20,8:00 AM,Puducherry,-,-,12,0,46
2369,27/05/20,8:00 AM,Punjab,-,-,1918,40,2106
2370,27/05/20,8:00 AM,Rajasthan,-,-,4171,170,7536
2371,27/05/20,8:00 AM,Sikkim,-,-,0,0,1
2372,27/05/20,8:00 AM,Tamil Nadu,-,-,9342,127,17728
2373,27/05/20,8:00 AM,Telengana,-,-,1284,57,1991
2374,27/05/20,8:00 AM,Tripura,-,-,165,0,207
2375,27/05/20,8:00 AM,Uttarakhand,-,-,64,4,401
2376,27/05/20,8:00 AM,Uttar Pradesh,-,-,3698,170,6548
2377,27/05/20,8:00 AM,West Bengal,-,-,1486,283,4009
2378,27/05/20,8:00 AM,Cases being reassigned to states,-,-,0,0,4013
2379,28/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2380,28/05/20,8:00 AM,Andhra Pradesh,-,-,2057,58,3171
2381,28/05/20,8:00 AM,Arunachal Pradesh,-,-,1,0,2
2382,28/05/20,8:00 AM,Assam,-,-,87,4,781
2383,28/05/20,8:00 AM,Bihar,-,-,1083,15,3061
2384,28/05/20,8:00 AM,Chandigarh,-,-,187,4,279
2385,28/05/20,8:00 AM,Chhattisgarh,-,-,83,0,369
2386,28/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2
2387,28/05/20,8:00 AM,Delhi,-,-,7264,303,15257
2388,28/05/20,8:00 AM,Goa,-,-,37,0,68
2389,28/05/20,8:00 AM,Gujarat,-,-,7549,938,15195
2390,28/05/20,8:00 AM,Haryana,-,-,838,18,1381
2391,28/05/20,8:00 AM,Himachal Pradesh,-,-,70,5,273
2392,28/05/20,8:00 AM,Jammu and Kashmir,-,-,854,26,1921
2393,28/05/20,8:00 AM,Jharkhand,-,-,185,4,448
2394,28/05/20,8:00 AM,Karnataka,-,-,781,47,2418
2395,28/05/20,8:00 AM,Kerala,-,-,552,7,1004
2396,28/05/20,8:00 AM,Ladakh,-,-,43,0,53
2397,28/05/20,8:00 AM,Madhya Pradesh,-,-,3927,313,7261
2398,28/05/20,8:00 AM,Maharashtra,-,-,17918,1897,56948
2399,28/05/20,8:00 AM,Manipur,-,-,4,0,44
2400,28/05/20,8:00 AM,Meghalaya,-,-,12,1,20
2401,28/05/20,8:00 AM,Mizoram,-,-,1,0,1
2402,28/05/20,8:00 AM,Nagaland,-,-,0,0,4
2403,28/05/20,8:00 AM,Odisha,-,-,733,7,1593
2404,28/05/20,8:00 AM,Puducherry,-,-,12,0,46
2405,28/05/20,8:00 AM,Punjab,-,-,1918,40,2139
2406,28/05/20,8:00 AM,Rajasthan,-,-,4457,173,7703
2407,28/05/20,8:00 AM,Sikkim,-,-,0,0,1
2408,28/05/20,8:00 AM,Tamil Nadu,-,-,9909,133,18545
2409,28/05/20,8:00 AM,Telengana,-,-,1284,63,2098
2410,28/05/20,8:00 AM,Tripura,-,-,165,0,230
2411,28/05/20,8:00 AM,Uttarakhand,-,-,79,4,469
2412,28/05/20,8:00 AM,Uttar Pradesh,-,-,3991,182,6991
2413,28/05/20,8:00 AM,West Bengal,-,-,1578,289,4192
2414,28/05/20,8:00 AM,Cases being reassigned to states,-,-,0,0,4332
2415,29/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2416,29/05/20,8:00 AM,Andhra Pradesh,-,-,2125,59,3251
2417,29/05/20,8:00 AM,Arunachal Pradesh,-,-,1,0,3
2418,29/05/20,8:00 AM,Assam,-,-,104,4,856
2419,29/05/20,8:00 AM,Bihar,-,-,1211,15,3296
2420,29/05/20,8:00 AM,Chandigarh,-,-,189,4,288
2421,29/05/20,8:00 AM,Chhattisgarh,-,-,83,0,399
2422,29/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2
2423,29/05/20,8:00 AM,Delhi,-,-,7495,316,16281
2424,29/05/20,8:00 AM,Goa,-,-,38,0,69
2425,29/05/20,8:00 AM,Gujarat,-,-,8003,960,15562
2426,29/05/20,8:00 AM,Haryana,-,-,881,19,1504
2427,29/05/20,8:00 AM,Himachal Pradesh,-,-,70,5,276
2428,29/05/20,8:00 AM,Jammu and Kashmir,-,-,859,27,2036
2429,29/05/20,8:00 AM,Jharkhand,-,-,212,4,469
2430,29/05/20,8:00 AM,Karnataka,-,-,834,47,2533
2431,29/05/20,8:00 AM,Kerala,-,-,555,7,1088
2432,29/05/20,8:00 AM,Ladakh,-,-,43,0,73
2433,29/05/20,8:00 AM,Madhya Pradesh,-,-,4050,321,7453
2434,29/05/20,8:00 AM,Maharashtra,-,-,18616,1982,59546
2435,29/05/20,8:00 AM,Manipur,-,-,5,0,55
2436,29/05/20,8:00 AM,Meghalaya,-,-,12,1,21
2437,29/05/20,8:00 AM,Mizoram,-,-,1,0,1
2438,29/05/20,8:00 AM,Nagaland,-,-,0,0,18
2439,29/05/20,8:00 AM,Odisha,-,-,887,7,1660
2440,29/05/20,8:00 AM,Puducherry,-,-,14,0,51
2441,29/05/20,8:00 AM,Punjab,-,-,1946,40,2158
2442,29/05/20,8:00 AM,Rajasthan,-,-,4817,180,8067
2443,29/05/20,8:00 AM,Sikkim,-,-,0,0,1
2444,29/05/20,8:00 AM,Tamil Nadu,-,-,10548,145,19372
2445,29/05/20,8:00 AM,Telengana,-,-,1345,67,2256
2446,29/05/20,8:00 AM,Tripura,-,-,167,0,242
2447,29/05/20,8:00 AM,Uttarakhand,-,-,79,4,500
2448,29/05/20,8:00 AM,Uttar Pradesh,-,-,4215,197,7170
2449,29/05/20,8:00 AM,West Bengal,-,-,1668,295,4536
2450,29/05/20,8:00 AM,Cases being reassigned to states,-,-,0,0,4673
2451,30/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2452,30/05/20,8:00 AM,Andhra Pradesh,-,-,2226,60,3436
2453,30/05/20,8:00 AM,Arunachal Pradesh,-,-,1,0,3
2454,30/05/20,8:00 AM,Assam,-,-,125,4,1024
2455,30/05/20,8:00 AM,Bihar,-,-,1211,15,3376
2456,30/05/20,8:00 AM,Chandigarh,-,-,189,4,289
2457,30/05/20,8:00 AM,Chhattisgarh,-,-,100,1,415
2458,30/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2
2459,30/05/20,8:00 AM,Delhi,-,-,7846,398,17386
2460,30/05/20,8:00 AM,Goa,-,-,41,0,69
2461,30/05/20,8:00 AM,Gujarat,-,-,8611,980,15934
2462,30/05/20,8:00 AM,Haryana,-,-,940,19,1721
2463,30/05/20,8:00 AM,Himachal Pradesh,-,-,87,5,295
2464,30/05/20,8:00 AM,Jammu and Kashmir,-,-,875,28,2164
2465,30/05/20,8:00 AM,Jharkhand,-,-,216,5,511
2466,30/05/20,8:00 AM,Karnataka,-,-,894,48,2781
2467,30/05/20,8:00 AM,Kerala,-,-,565,8,1150
2468,30/05/20,8:00 AM,Ladakh,-,-,43,0,74
2469,30/05/20,8:00 AM,Madhya Pradesh,-,-,4269,334,7645
2470,30/05/20,8:00 AM,Maharashtra,-,-,26997,2098,62228
2471,30/05/20,8:00 AM,Manipur,-,-,8,0,59
2472,30/05/20,8:00 AM,Meghalaya,-,-,12,1,27
2473,30/05/20,8:00 AM,Mizoram,-,-,1,0,1
2474,30/05/20,8:00 AM,Nagaland,-,-,0,0,25
2475,30/05/20,8:00 AM,Odisha,-,-,887,7,1723
2476,30/05/20,8:00 AM,Puducherry,-,-,14,0,51
2477,30/05/20,8:00 AM,Punjab,-,-,1949,42,2197
2478,30/05/20,8:00 AM,Rajasthan,-,-,5244,184,8365
2479,30/05/20,8:00 AM,Sikkim,-,-,0,0,1
2480,30/05/20,8:00 AM,Tamil Nadu,-,-,11313,154,20246
2481,30/05/20,8:00 AM,Telengana,-,-,1381,71,2425
2482,30/05/20,8:00 AM,Tripura,-,-,171,0,251
2483,30/05/20,8:00 AM,Uttarakhand,-,-,102,5,716
2484,30/05/20,8:00 AM,Uttar Pradesh,-,-,4244,198,7284
2485,30/05/20,8:00 AM,West Bengal,-,-,1775,302,4813
2486,30/05/20,8:00 AM,Cases being reassigned to states,-,-,0,0,5043
2487,31/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2488,31/05/20,8:00 AM,Andhra Pradesh,-,-,2289,60,3569
2489,31/05/20,8:00 AM,Arunachal Pradesh,-,-,1,0,4
2490,31/05/20,8:00 AM,Assam,-,-,163,4,1185
2491,31/05/20,8:00 AM,Bihar,-,-,1618,20,3636
2492,31/05/20,8:00 AM,Chandigarh,-,-,189,4,289
2493,31/05/20,8:00 AM,Chhattisgarh,-,-,102,1,447
2494,31/05/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2
2495,31/05/20,8:00 AM,Delhi,-,-,8075,416,18549
2496,31/05/20,8:00 AM,Goa,-,-,41,0,70
2497,31/05/20,8:00 AM,Gujarat,-,-,9230,1007,16343
2498,31/05/20,8:00 AM,Haryana,-,-,971,20,1923
2499,31/05/20,8:00 AM,Himachal Pradesh,-,-,111,5,313
2500,31/05/20,8:00 AM,Jammu and Kashmir,-,-,908,28,2341
2501,31/05/20,8:00 AM,Jharkhand,-,-,256,5,563
2502,31/05/20,8:00 AM,Karnataka,-,-,997,48,2922
2503,31/05/20,8:00 AM,Kerala,-,-,575,9,1208
2504,31/05/20,8:00 AM,Ladakh,-,-,43,0,74
2505,31/05/20,8:00 AM,Madhya Pradesh,-,-,4444,343,7891
2506,31/05/20,8:00 AM,Maharashtra,-,-,28081,2197,65168
2507,31/05/20,8:00 AM,Manipur,-,-,8,0,62
2508,31/05/20,8:00 AM,Meghalaya,-,-,12,1,27
2509,31/05/20,8:00 AM,Mizoram,-,-,1,0,1
2510,31/05/20,8:00 AM,Nagaland,-,-,0,0,36
2511,31/05/20,8:00 AM,Odisha,-,-,1050,7,1819
2512,31/05/20,8:00 AM,Puducherry,-,-,14,0,51
2513,31/05/20,8:00 AM,Punjab,-,-,1967,44,2233
2514,31/05/20,8:00 AM,Rajasthan,-,-,5739,193,8617
2515,31/05/20,8:00 AM,Sikkim,-,-,0,0,1
2516,31/05/20,8:00 AM,Tamil Nadu,-,-,12000,160,21184
2517,31/05/20,8:00 AM,Telengana,-,-,1412,77,2499
2518,31/05/20,8:00 AM,Tripura,-,-,172,0,268
2519,31/05/20,8:00 AM,Uttarakhand,-,-,102,5,749
2520,31/05/20,8:00 AM,Uttar Pradesh,-,-,4410,201,7445
2521,31/05/20,8:00 AM,West Bengal,-,-,1970,309,5130
2522,31/05/20,8:00 AM,Cases being reassigned to states,-,-,0,0,5491
2523,01/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2524,01/06/20,8:00 AM,Andhra Pradesh,-,-,2349,62,3679
2525,01/06/20,8:00 AM,Arunachal Pradesh,-,-,1,0,4
2526,01/06/20,8:00 AM,Assam,-,-,185,4,1272
2527,01/06/20,8:00 AM,Bihar,-,-,1710,21,3815
2528,01/06/20,8:00 AM,Chandigarh,-,-,199,4,293
2529,01/06/20,8:00 AM,Chhattisgarh,-,-,115,1,498
2530,01/06/20,8:00 AM,Dadar Nagar Haveli,-,-,0,0,2
2531,01/06/20,8:00 AM,Delhi,-,-,8478,473,19844
2532,01/06/20,8:00 AM,Goa,-,-,42,0,70
2533,01/06/20,8:00 AM,Gujarat,-,-,9919,1038,16779
2534,01/06/20,8:00 AM,Haryana,-,-,1048,20,2091
2535,01/06/20,8:00 AM,Himachal Pradesh,-,-,120,5,331
2536,01/06/20,8:00 AM,Jammu and Kashmir,-,-,927,28,2446
2537,01/06/20,8:00 AM,Jharkhand,-,-,256,5,610
2538,01/06/20,8:00 AM,Karnataka,-,-,1218,51,3221
2539,01/06/20,8:00 AM,Kerala,-,-,590,9,1269
2540,01/06/20,8:00 AM,Ladakh,-,-,43,0,74
2541,01/06/20,8:00 AM,Madhya Pradesh,-,-,4842,350,8089
2542,01/06/20,8:00 AM,Maharashtra,-,-,29329,2286,67655
2543,01/06/20,8:00 AM,Manipur,-,-,11,0,71
2544,01/06/20,8:00 AM,Meghalaya,-,-,12,1,27
2545,01/06/20,8:00 AM,Mizoram,-,-,1,0,1
2546,01/06/20,8:00 AM,Nagaland,-,-,0,0,43
2547,01/06/20,8:00 AM,Odisha,-,-,1126,7,1948
2548,01/06/20,8:00 AM,Puducherry,-,-,25,0,70
2549,01/06/20,8:00 AM,Punjab,-,-,1987,45,2263
2550,01/06/20,8:00 AM,Rajasthan,-,-,5927,194,8831
2551,01/06/20,8:00 AM,Sikkim,-,-,0,0,1
2552,01/06/20,8:00 AM,Tamil Nadu,-,-,12757,173,22333
2553,01/06/20,8:00 AM,Telengana,-,-,1428,82,2698
2554,01/06/20,8:00 AM,Tripura,-,-,173,0,313
2555,01/06/20,8:00 AM,Uttarakhand,-,-,102,5,907
2556,01/06/20,8:00 AM,Uttar Pradesh,-,-,4709,213,7823
2557,01/06/20,8:00 AM,West Bengal,-,-,2157,317,5501
2558,01/06/20,8:00 AM,Cases being reassigned to states,-,-,0,0,5630
2559,02/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2560,02/06/20,8:00 AM,Andhra Pradesh,-,-,2378,64,3783
2561,02/06/20,8:00 AM,Arunachal Pradesh,-,-,1,0,22
2562,02/06/20,8:00 AM,Assam,-,-,277,4,1390
2563,02/06/20,8:00 AM,Bihar,-,-,1900,24,3926
2564,02/06/20,8:00 AM,Chandigarh,-,-,199,4,294
2565,02/06/20,8:00 AM,Chhattisgarh,-,-,122,1,547
2566,02/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1,0,3
2567,02/06/20,8:00 AM,Delhi,-,-,8746,523,20834
2568,02/06/20,8:00 AM,Goa,-,-,42,0,71
2569,02/06/20,8:00 AM,Gujarat,-,-,10780,1063,17200
2570,02/06/20,8:00 AM,Haryana,-,-,1055,21,2356
2571,02/06/20,8:00 AM,Himachal Pradesh,-,-,122,5,340
2572,02/06/20,8:00 AM,Jammu and Kashmir,-,-,946,31,2601
2573,02/06/20,8:00 AM,Jharkhand,-,-,296,5,659
2574,02/06/20,8:00 AM,Karnataka,-,-,1328,52,3408
2575,02/06/20,8:00 AM,Kerala,-,-,608,10,1326
2576,02/06/20,8:00 AM,Ladakh,-,-,43,0,77
2577,02/06/20,8:00 AM,Madhya Pradesh,-,-,5003,358,8283
2578,02/06/20,8:00 AM,Maharashtra,-,-,30108,2362,70013
2579,02/06/20,8:00 AM,Manipur,-,-,11,0,83
2580,02/06/20,8:00 AM,Meghalaya,-,-,12,1,27
2581,02/06/20,8:00 AM,Mizoram,-,-,1,0,1
2582,02/06/20,8:00 AM,Nagaland,-,-,0,0,43
2583,02/06/20,8:00 AM,Odisha,-,-,1245,7,2104
2584,02/06/20,8:00 AM,Puducherry,-,-,25,0,74
2585,02/06/20,8:00 AM,Punjab,-,-,2000,45,2301
2586,02/06/20,8:00 AM,Rajasthan,-,-,6040,198,8980
2587,02/06/20,8:00 AM,Sikkim,-,-,0,0,1
2588,02/06/20,8:00 AM,Tamil Nadu,-,-,13170,184,23495
2589,02/06/20,8:00 AM,Telengana,-,-,1491,88,2792
2590,02/06/20,8:00 AM,Tripura,-,-,173,0,420
2591,02/06/20,8:00 AM,Uttarakhand,-,-,222,6,958
2592,02/06/20,8:00 AM,Uttar Pradesh,-,-,4843,217,8075
2593,02/06/20,8:00 AM,West Bengal,-,-,2306,325,5772
2594,02/06/20,8:00 AM,Cases being reassigned to states,-,-,0,0,6414
2595,03/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2596,03/06/20,8:00 AM,Andhra Pradesh,-,-,2421,64,3898
2597,03/06/20,8:00 AM,Arunachal Pradesh,-,-,1,0,22
2598,03/06/20,8:00 AM,Assam,-,-,324,4,1513
2599,03/06/20,8:00 AM,Bihar,-,-,1946,24,4155
2600,03/06/20,8:00 AM,Chandigarh,-,-,214,5,301
2601,03/06/20,8:00 AM,Chhattisgarh,-,-,130,1,564
2602,03/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1,0,4
2603,03/06/20,8:00 AM,Delhi,-,-,9243,556,22132
2604,03/06/20,8:00 AM,Goa,-,-,57,0,79
2605,03/06/20,8:00 AM,Gujarat,-,-,11894,1092,17617
2606,03/06/20,8:00 AM,Haryana,-,-,1069,23,2652
2607,03/06/20,8:00 AM,Himachal Pradesh,-,-,140,5,345
2608,03/06/20,8:00 AM,Jammu and Kashmir,-,-,953,33,2718
2609,03/06/20,8:00 AM,Jharkhand,-,-,320,5,712
2610,03/06/20,8:00 AM,Karnataka,-,-,1403,52,3796
2611,03/06/20,8:00 AM,Kerala,-,-,627,11,1412
2612,03/06/20,8:00 AM,Ladakh,-,-,47,1,81
2613,03/06/20,8:00 AM,Madhya Pradesh,-,-,5221,364,8420
2614,03/06/20,8:00 AM,Maharashtra,-,-,31333,2465,72300
2615,03/06/20,8:00 AM,Manipur,-,-,14,0,89
2616,03/06/20,8:00 AM,Meghalaya,-,-,12,1,27
2617,03/06/20,8:00 AM,Mizoram,-,-,1,0,13
2618,03/06/20,8:00 AM,Nagaland,-,-,0,0,49
2619,03/06/20,8:00 AM,Odisha,-,-,1325,7,2245
2620,03/06/20,8:00 AM,Puducherry,-,-,25,0,82
2621,03/06/20,8:00 AM,Punjab,-,-,2017,46,2342
2622,03/06/20,8:00 AM,Rajasthan,-,-,6435,203,9373
2623,03/06/20,8:00 AM,Sikkim,-,-,0,0,1
2624,03/06/20,8:00 AM,Tamil Nadu,-,-,13706,197,24586
2625,03/06/20,8:00 AM,Telengana,-,-,1526,92,2891
2626,03/06/20,8:00 AM,Tripura,-,-,173,0,468
2627,03/06/20,8:00 AM,Uttarakhand,-,-,252,7,1043
2628,03/06/20,8:00 AM,Uttar Pradesh,-,-,5030,222,8361
2629,03/06/20,8:00 AM,West Bengal,-,-,2410,335,6168
2630,03/06/20,8:00 AM,Cases being reassigned to states,-,-,0,0,7123
2631,04/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2632,04/06/20,8:00 AM,Andhra Pradesh,-,-,2466,68,4080
2633,04/06/20,8:00 AM,Arunachal Pradesh,-,-,1,0,38
2634,04/06/20,8:00 AM,Assam,-,-,413,4,1672
2635,04/06/20,8:00 AM,Bihar,-,-,2077,25,4390
2636,04/06/20,8:00 AM,Chandigarh,-,-,214,5,301
2637,04/06/20,8:00 AM,Chhattisgarh,-,-,188,2,668
2638,04/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1,0,8
2639,04/06/20,8:00 AM,Delhi,-,-,9542,606,23645
2640,04/06/20,8:00 AM,Goa,-,-,57,0,79
2641,04/06/20,8:00 AM,Gujarat,-,-,12212,1122,18100
2642,04/06/20,8:00 AM,Haryana,-,-,1089,23,2954
2643,04/06/20,8:00 AM,Himachal Pradesh,-,-,150,5,359
2644,04/06/20,8:00 AM,Jammu and Kashmir,-,-,1007,34,2857
2645,04/06/20,8:00 AM,Jharkhand,-,-,321,5,752
2646,04/06/20,8:00 AM,Karnataka,-,-,1514,53,4063
2647,04/06/20,8:00 AM,Kerala,-,-,651,11,1494
2648,04/06/20,8:00 AM,Ladakh,-,-,48,1,90
2649,04/06/20,8:00 AM,Madhya Pradesh,-,-,5445,371,8588
2650,04/06/20,8:00 AM,Maharashtra,-,-,32329,2587,74860
2651,04/06/20,8:00 AM,Manipur,-,-,38,0,118
2652,04/06/20,8:00 AM,Meghalaya,-,-,13,1,33
2653,04/06/20,8:00 AM,Mizoram,-,-,1,0,14
2654,04/06/20,8:00 AM,Nagaland,-,-,0,0,58
2655,04/06/20,8:00 AM,Odisha,-,-,1416,7,2388
2656,04/06/20,8:00 AM,Puducherry,-,-,25,0,82
2657,04/06/20,8:00 AM,Punjab,-,-,2029,47,2376
2658,04/06/20,8:00 AM,Rajasthan,-,-,6744,209,9652
2659,04/06/20,8:00 AM,Sikkim,-,-,0,0,2
2660,04/06/20,8:00 AM,Tamil Nadu,-,-,14316,208,25872
2661,04/06/20,8:00 AM,Telengana,-,-,1556,99,3020
2662,04/06/20,8:00 AM,Tripura,-,-,173,0,468
2663,04/06/20,8:00 AM,Uttarakhand,-,-,282,8,1085
2664,04/06/20,8:00 AM,Uttar Pradesh,-,-,5176,229,8729
2665,04/06/20,8:00 AM,West Bengal,-,-,2580,345,6508
2666,04/06/20,8:00 AM,Cases being reassigned to states,-,-,0,0,7483
2667,05/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33
2668,05/06/20,8:00 AM,Andhra Pradesh,-,-,2539,71,4223
2669,05/06/20,8:00 AM,Arunachal Pradesh,-,-,1,0,42
2670,05/06/20,8:00 AM,Assam,-,-,442,4,1988
2671,05/06/20,8:00 AM,Bihar,-,-,2210,29,4493
2672,05/06/20,8:00 AM,Chandigarh,-,-,214,5,301
2673,05/06/20,8:00 AM,Chhattisgarh,-,-,213,2,756
2674,05/06/20,8:00 AM,Dadar Nagar Haveli,-,-,1,0,12
2675,05/06/20,8:00 AM,Delhi,-,-,9898,650,25004
2676,05/06/20,8:00 AM,Goa,-,-,57,0,166
2677,05/06/20,8:00 AM,Gujarat,-,-,12667,1155,18584
2678,05/06/20,8:00 AM,Haryana,-,-,2134,24,3281
2679,05/06/20,8:00 AM,Himachal Pradesh,-,-,179,5,383
2680,05/06/20,8:00 AM,Jammu and Kashmir,-,-,1048,35,3142
2681,05/06/20,8:00 AM,Jharkhand,-,-,354,6,793
2682,05/06/20,8:00 AM,Karnataka,-,-,1610,57,4320
2683,05/06/20,8:00 AM,Kerala,-,-,690,14,1588
2684,05/06/20,8:00 AM,Ladakh,-,-,48,1,90
2685,05/06/20,8:00 AM,Madhya Pradesh,-,-,5637,377,8762
2686,05/06/20,8:00 AM,Maharashtra,-,-,33681,2710,77793
